MONTH,BOROUGH,BOROUGH_ID,COMMUNITYDISTRICT,BORO_CD,REFUSETONSCOLLECTED,PAPERTONSCOLLECTED,MGPTONSCOLLECTED
2019 / 03,Manhattan,1,07,107,4577.9,1113.7,782.7
2019 / 03,Manhattan,1,08,108,4935.7,1187.3,817
2019 / 03,Manhattan,1,09,109,2093.6,271,265.3
2019 / 03,Manhattan,1,10,110,2576.7,252.1,249.3
2019 / 03,Manhattan,1,11,111,2257.8,204.5,186.2
2019 / 03,Manhattan,1,12,112,4527.2,417,483.2
2019 / 03,Bronx,2,01,201,1876.6,116,133.6
2019 / 03,Bronx,2,02,202,1460.2,111.4,156.7
2019 / 03,Bronx,2,03,203,1874.5,122.7,162.1
2019 / 03,Bronx,2,04,204,3947,238.2,339
2019 / 03,Bronx,2,05,205,3469.6,204.7,316.3
2019 / 03,Bronx,2,06,206,2158.3,139,178
2019 / 03,Bronx,2,07,207,3632,270.2,422.1
2019 / 03,Bronx,2,08,208,2181.2,300.2,334.1
2019 / 03,Bronx,2,09,209,3640,201.2,328.8
2019 / 03,Bronx,2,10,210,2283.3,295.3,383.8
2019 / 03,Bronx,2,11,211,2731.7,278.9,306
2019 / 03,Bronx,2,12,212,3509.2,353.3,514
2019 / 03,Brooklyn,3,01,301,5412.1,640.3,451.8
2019 / 03,Brooklyn,3,02,302,2361.9,496.6,375.5
2019 / 03,Brooklyn,3,03,303,3868.5,341.5,329.1
2019 / 03,Brooklyn,3,04,304,2769.8,251.3,341.3
2019 / 03,Brooklyn,3,05,305,4122.7,238.8,349.8
2019 / 03,Brooklyn,3,06,306,1988,554.5,411.7
2019 / 03,Brooklyn,3,07,307,2995,379.2,379.1
2019 / 03,Brooklyn,3,08,308,2492.3,260.2,251.8
2019 / 03,Brooklyn,3,09,309,2812.2,274.9,233
2019 / 03,Brooklyn,3,10,310,2908.6,450.3,415.3
2019 / 03,Brooklyn,3,11,311,4500.6,560,488.2
2019 / 03,Brooklyn,3,12,312,6201.7,665.1,449.4
2019 / 03,Brooklyn,3,13,313,1904.8,181.7,211.6
2019 / 03,Brooklyn,3,14,314,4498.1,475.1,386.2
2019 / 03,Brooklyn,3,15,315,4147.1,561.9,464.8
2019 / 03,Brooklyn,3,16,316,2000.1,111.9,148.3
2019 / 03,Brooklyn,3,17,317,3872.5,282.6,395
2019 / 03,Brooklyn,3,18,318,4799.9,518.3,535.4
2019 / 03,Queens,4,01,401,3569.3,563.8,592.1
2019 / 03,Queens,4,02,402,2735.2,387.3,360
2019 / 03,Queens,4,03,403,4415.2,349.2,438.5
2019 / 03,Queens,4,04,404,3627.8,297.3,373.8
2019 / 03,Queens,4,05,405,4245.2,569.1,665
2019 / 03,Queens,4,06,406,2536.9,382.5,337.5
2019 / 03,Queens,4,07,407,5599.2,759,669
2019 / 03,Queens,4,08,408,3199.4,432.5,372.3
2019 / 03,Queens,4,09,409,3433.4,399.5,473.4
2019 / 03,Queens,4,10,410,3187.6,340.8,436.3
2019 / 03,Queens,4,11,411,2441.5,424,386.4
2019 / 03,Queens,4,12,412,5821.4,436.8,752.8
2019 / 03,Queens,4,13,413,4247.7,423.9,696.3
2019 / 03,Queens,4,14,414,2649,237.2,237.7
2019 / 03,Staten Island,5,01,501,4515.4,572,616.8
2019 / 03,Staten Island,5,02,502,3636.9,508.1,474.9
2019 / 03,Staten Island,5,03,503,5000.6,687.4,638.9
2019 / 02,Manhattan,1,01,101,1253.2,357.8,229.9
2019 / 02,Manhattan,1,02,102,1740.3,420.1,312
2019 / 02,Manhattan,1,03,103,2600.3,293.5,294.8
2019 / 02,Manhattan,1,04,104,2112.4,451.4,368.2
2019 / 02,Manhattan,1,05,105,1180.2,254.3,167.2
2019 / 02,Manhattan,1,06,106,2594.9,506.6,392.8
2019 / 02,Manhattan,1,07,107,4305.5,987.7,712.2
2019 / 02,Manhattan,1,08,108,4667.1,1045.4,754.4
2019 / 02,Manhattan,1,09,109,1956.4,235.8,241.7
2019 / 02,Manhattan,1,10,110,2356.6,228.1,237.8
2019 / 02,Manhattan,1,11,111,2029.3,186.7,175.1
2019 / 02,Manhattan,1,12,112,4199.9,391.7,457.1
2019 / 02,Bronx,2,01,201,1674.3,102.1,126.7
2019 / 02,Bronx,2,02,202,1318.1,94.1,138.8
2019 / 02,Bronx,2,03,203,1707.4,106.2,147.8
2019 / 02,Bronx,2,04,204,3513.9,194.7,297.3
2019 / 02,Bronx,2,05,205,3018.9,166.4,272.3
2019 / 02,Bronx,2,06,206,1921.2,117.2,167.9
2019 / 02,Bronx,2,07,207,3288.1,238.9,383.9
2019 / 02,Bronx,2,08,208,2031.4,275.6,321.5
2019 / 02,Bronx,2,09,209,3196.4,179.4,290.8
2019 / 02,Bronx,2,10,210,2066.2,267.1,345.9
2019 / 02,Bronx,2,11,211,2497.2,249.8,279.5
2019 / 02,Bronx,2,12,212,3111.1,310.7,456
2019 / 02,Brooklyn,3,01,301,4770.9,576.4,424
2019 / 02,Brooklyn,3,02,302,2193.8,449.6,357.6
2019 / 02,Brooklyn,3,03,303,3508.4,325.9,308.9
2019 / 02,Brooklyn,3,04,304,2542.7,226.2,301.1
2019 / 02,Brooklyn,3,05,305,3703.6,217,329.8
2019 / 02,Brooklyn,3,06,306,1840.9,488.7,381.2
2019 / 02,Brooklyn,3,07,307,2745.6,345.2,341.3
2019 / 02,Brooklyn,3,08,308,2291.2,256.9,240.6
2019 / 02,Brooklyn,3,09,309,2538.9,235,196.5
2019 / 02,Brooklyn,3,10,310,2729.8,413.9,374.1
2019 / 02,Brooklyn,3,11,311,4138.2,511.9,441
2019 / 02,Brooklyn,3,12,312,5363.2,578,368.2
2019 / 02,Brooklyn,3,13,313,1734.5,155.9,189.6
2019 / 02,Brooklyn,3,14,314,3990.2,414.8,330.9
2019 / 02,Brooklyn,3,15,315,3824.8,506.9,420.6
2019 / 02,Brooklyn,3,16,316,1793.2,93.6,133.5
2019 / 02,Brooklyn,3,17,317,3509.7,262.2,351
2019 / 02,Brooklyn,3,18,318,4275.3,463.5,476
2019 / 02,Queens,4,01,401,3339.1,515.8,541.5
2019 / 02,Queens,4,02,402,2517.9,361,336.7
2019 / 02,Queens,4,03,403,4046.6,315.3,403
2019 / 02,Queens,4,04,404,3363.3,282,345.5
2019 / 02,Queens,4,05,405,3820.4,527.9,598.5
2019 / 02,Queens,4,06,406,2328.2,352.4,309.1
2019 / 02,Queens,4,07,407,5097.7,679.9,598
2019 / 02,Queens,4,08,408,2878.2,398.1,336.8
2019 / 02,Queens,4,09,409,3125.6,370,424.3
2019 / 02,Queens,4,10,410,2861.1,311.8,388.6
2019 / 02,Queens,4,11,411,2146.2,393.6,352.9
2019 / 02,Queens,4,12,412,5185.9,393.2,676.5
2019 / 02,Queens,4,13,413,3728.5,380.2,622.3
2019 / 02,Queens,4,14,414,2378.8,204,198.9
2019 / 02,Staten Island,5,01,501,4049.1,519.8,553.3
2019 / 02,Staten Island,5,02,502,3259.7,468.6,427.9
2019 / 02,Staten Island,5,03,503,4392.4,638.3,586.1
2019 / 01,Manhattan,1,01,101,1393.9,395.2,248
2019 / 01,Manhattan,1,02,102,1897.3,525.8,387.6
2019 / 01,Manhattan,1,03,103,2843.3,350.9,334.7
2019 / 01,Manhattan,1,04,104,2410.1,521.4,411.3
2019 / 01,Manhattan,1,05,105,1306.3,330.3,220.1
2019 / 01,Manhattan,1,06,106,2934.9,579.5,447.3
2019 / 01,Manhattan,1,07,107,4949.6,1167.7,843.5
2019 / 01,Manhattan,1,08,108,5414.6,1240.9,889.5
2019 / 01,Manhattan,1,09,109,2213.9,269.6,271.3
2019 / 01,Manhattan,1,10,110,2728.2,314.4,299.5
2019 / 01,Manhattan,1,11,111,2358.8,246,228.5
2019 / 01,Manhattan,1,12,112,4763.7,527,611.2
2019 / 01,Bronx,2,01,201,1874.3,146.1,162.6
2019 / 01,Bronx,2,02,202,1505.1,105.7,168.1
2019 / 01,Bronx,2,03,203,1951.3,167.1,218.5
2019 / 01,Bronx,2,04,204,3932.8,258.3,380.4
2019 / 01,Bronx,2,05,205,3380.3,217,345
2019 / 01,Bronx,2,06,206,2133.2,189.7,244.7
2019 / 01,Bronx,2,07,207,3665.2,313,493.5
2019 / 01,Bronx,2,08,208,2321.9,393.9,432.7
2019 / 01,Bronx,2,09,209,3619.3,220.2,356.3
2019 / 01,Bronx,2,10,210,2354.8,330.3,423.8
2019 / 01,Bronx,2,11,211,2854.8,314.5,345.7
2019 / 01,Bronx,2,12,212,3463.8,394,565.4
2019 / 01,Brooklyn,3,01,301,5490.4,690.6,529.4
2019 / 01,Brooklyn,3,02,302,2499.9,559.7,435.8
2019 / 01,Brooklyn,3,03,303,4012.7,435.7,406.4
2019 / 01,Brooklyn,3,04,304,2898,271,376.4
2019 / 01,Brooklyn,3,05,305,4347,290.8,436.2
2019 / 01,Brooklyn,3,06,306,2165.5,618.2,462.5
2019 / 01,Brooklyn,3,07,307,3213.2,469.1,437
2019 / 01,Brooklyn,3,08,308,2607.7,350.8,328.9
2019 / 01,Brooklyn,3,09,309,3001,294.9,245.1
2019 / 01,Brooklyn,3,10,310,3211.1,558.6,492
2019 / 01,Brooklyn,3,11,311,4835.2,670,564.6
2019 / 01,Brooklyn,3,12,312,5974.5,678.9,454.6
2019 / 01,Brooklyn,3,13,313,1979.8,212.5,240
2019 / 01,Brooklyn,3,14,314,4595.5,514.3,398.2
2019 / 01,Brooklyn,3,15,315,4241.2,613.8,517.5
2019 / 01,Brooklyn,3,16,316,2074.2,121.7,163.6
2019 / 01,Brooklyn,3,17,317,4061.7,338.8,462.6
2019 / 01,Brooklyn,3,18,318,4937.8,596.6,612.6
2019 / 01,Queens,4,01,401,3847.5,675.7,689.9
2019 / 01,Queens,4,02,402,2907.8,478.5,447.3
2019 / 01,Queens,4,03,403,4646.6,382.3,505.2
2019 / 01,Queens,4,04,404,3845.6,357.7,439.6
2019 / 01,Queens,4,05,405,4479.5,679.7,773.2
2019 / 01,Queens,4,06,406,2681.7,442.1,390.1
2019 / 01,Queens,4,07,407,5957.7,865.5,736.4
2019 / 01,Queens,4,08,408,3355.2,472.8,414.5
2019 / 01,Queens,4,09,409,3614,473.5,543.9
2019 / 01,Queens,4,10,410,3334.7,386,490.6
2019 / 01,Queens,4,11,411,2549.8,535,460.8
2019 / 01,Queens,4,12,412,6025.1,474,831.2
2019 / 01,Queens,4,13,413,4384.7,478.7,786.8
2019 / 01,Queens,4,14,414,2815.3,246.2,262.2
2019 / 01,Staten Island,5,01,501,4667.4,672.2,694.3
2019 / 01,Staten Island,5,02,502,3772.6,608.1,538
2019 / 01,Staten Island,5,03,503,5233.1,848.8,740.2
